Season,Team,Wins,Losses,Draws,Games,HomeGoals,AwayGoals,WonAtLeast2,WonAtLeast3,HalfTimeWins,HalfTimeLosses,HalfTimeDraws,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeClutch,HalfTimeChoke,AVGHomeShots,AVGAwayShots,AVGHomeShotsTarget,AVGAwayShotsTarget,AVGHomeYellow,AVGAwayYellow,AVGHomeRed,AVGAwayRed,AVGHomeFouls,AVGAwayFouls,AVGHomeCorners,AVGAwayCorners
2006-2007,Fulham,8.0,15.0,15.0,38.0,18.0,20.0,0.0,0.0,4.0,14.0,20.0,8.0,7.0,0.0,0.0,5.447368421052632,4.2105263157894735,2.6578947368421053,2.0526315789473686,0.6578947368421053,0.868421052631579,0.07894736842105263,0.0,6.578947368421052,6.105263157894737,2.5,2.1052631578947367
2007-2008,Aston Villa,16.0,10.0,12.0,38.0,34.0,37.0,10.0,6.0,14.0,13.0,11.0,10.0,14.0,2.0,2.0,5.657894736842105,5.2368421052631575,2.6578947368421053,3.1578947368421053,0.6842105263157895,0.7894736842105263,0.05263157894736842,0.05263157894736842,6.684210526315789,6.684210526315789,3.0789473684210527,2.9210526315789473
2007-2008,Liverpool,21.0,4.0,13.0,38.0,43.0,24.0,13.0,7.0,17.0,5.0,16.0,17.0,8.0,0.0,0.0,8.736842105263158,7.2368421052631575,4.605263157894737,3.8157894736842106,0.5263157894736842,0.6842105263157895,0.0,0.02631578947368421,5.342105263157895,5.815789473684211,3.5,2.736842105263158
2007-2008,Bolton,9.0,19.0,10.0,38.0,23.0,13.0,5.0,3.0,9.0,14.0,15.0,10.0,7.0,2.0,2.0,5.7894736842105265,4.473684210526316,3.210526315789474,2.5526315789473686,0.8421052631578947,1.1578947368421053,0.0,0.0,6.2368421052631575,6.868421052631579,3.236842105263158,2.263157894736842
2007-2008,Newcastle,11.0,17.0,10.0,38.0,25.0,20.0,7.0,2.0,8.0,11.0,19.0,12.0,9.0,0.0,0.0,6.7368421052631575,4.184210526315789,3.526315789473684,2.289473684210526,0.7105263157894737,0.8947368421052632,0.0,0.02631578947368421,6.026315789473684,5.868421052631579,3.289473684210526,2.3157894736842106
2007-2008,Derby,1.0,29.0,8.0,38.0,12.0,8.0,0.0,0.0,1.0,19.0,18.0,6.0,3.0,0.0,0.0,5.078947368421052,3.736842105263158,2.763157894736842,2.026315789473684,0.7105263157894737,0.9210526315789473,0.02631578947368421,0.0,6.2631578947368425,7.0,2.1578947368421053,1.9473684210526316
2007-2008,Portsmouth,16.0,13.0,9.0,38.0,24.0,24.0,12.0,2.0,10.0,9.0,19.0,11.0,11.0,0.0,0.0,7.2368421052631575,5.947368421052632,3.710526315789474,3.3157894736842106,0.7105263157894737,0.8157894736842105,0.05263157894736842,0.02631578947368421,6.815789473684211,6.552631578947368,2.9473684210526314,1.9210526315789473
2007-2008,Everton,19.0,11.0,8.0,38.0,34.0,21.0,12.0,2.0,15.0,6.0,17.0,12.0,11.0,2.0,2.0,6.5,4.552631578947368,3.5789473684210527,2.5789473684210527,0.2894736842105263,0.7631578947368421,0.07894736842105263,0.0,6.2105263157894735,5.7894736842105265,3.236842105263158,1.9736842105263157
2007-2008,Wigan,10.0,18.0,10.0,38.0,21.0,13.0,5.0,1.0,6.0,12.0,20.0,10.0,3.0,1.0,1.0,5.394736842105263,5.078947368421052,2.6052631578947367,2.4473684210526314,0.7894736842105263,0.8157894736842105,0.05263157894736842,0.05263157894736842,6.052631578947368,6.447368421052632,2.736842105263158,2.1315789473684212
2007-2008,Middlesbrough,10.0,16.0,12.0,38.0,27.0,16.0,3.0,1.0,14.0,12.0,12.0,15.0,8.0,1.0,1.0,5.368421052631579,5.473684210526316,2.9473684210526314,3.1315789473684212,0.9210526315789473,1.2894736842105263,0.0,0.05263157894736842,6.421052631578948,7.342105263157895,3.4473684210526314,2.3684210526315788
2007-2008,Blackburn,15.0,10.0,13.0,38.0,26.0,24.0,5.0,1.0,8.0,12.0,18.0,11.0,6.0,0.0,0.0,6.552631578947368,5.2368421052631575,3.1052631578947367,3.1315789473684212,0.868421052631579,1.0789473684210527,0.10526315789473684,0.05263157894736842,7.2894736842105265,6.684210526315789,2.789473684210526,2.4210526315789473
2007-2008,Sunderland,11.0,21.0,6.0,38.0,23.0,13.0,5.0,0.0,8.0,14.0,16.0,11.0,4.0,0.0,0.0,5.842105263157895,4.7105263157894735,3.1052631578947367,2.3947368421052633,0.7631578947368421,1.0,0.02631578947368421,0.07894736842105263,6.2894736842105265,6.157894736842105,3.0526315789473686,1.9210526315789473
2007-2008,Tottenham,11.0,14.0,13.0,38.0,46.0,20.0,8.0,5.0,13.0,9.0,16.0,20.0,9.0,1.0,1.0,7.605263157894737,5.368421052631579,4.578947368421052,3.0,0.6052631578947368,0.7631578947368421,0.02631578947368421,0.0,5.394736842105263,4.7894736842105265,3.710526315789474,2.5789473684210527
2007-2008,West Ham,13.0,15.0,10.0,38.0,24.0,18.0,4.0,3.0,7.0,13.0,18.0,11.0,7.0,1.0,1.0,6.157894736842105,5.052631578947368,3.3684210526315788,2.5,0.6578947368421053,1.0789473684210527,0.02631578947368421,0.02631578947368421,6.7631578947368425,6.868421052631579,3.236842105263158,2.289473684210526
2007-2008,Man City,15.0,13.0,10.0,38.0,28.0,17.0,6.0,0.0,10.0,11.0,17.0,16.0,7.0,3.0,3.0,5.7368421052631575,4.105263157894737,3.3947368421052633,1.9736842105263157,0.5,0.8421052631578947,0.02631578947368421,0.07894736842105263,4.973684210526316,5.105263157894737,2.0789473684210527,2.026315789473684
2007-2008,Arsenal,24.0,3.0,11.0,38.0,37.0,37.0,14.0,5.0,18.0,11.0,9.0,14.0,13.0,1.0,1.0,7.2894736842105265,6.657894736842105,3.9473684210526314,3.6578947368421053,0.4473684210526316,1.0263157894736843,0.02631578947368421,0.05263157894736842,4.842105263157895,5.473684210526316,3.6842105263157894,2.5526315789473686
2007-2008,Fulham,8.0,18.0,12.0,38.0,22.0,16.0,3.0,0.0,10.0,10.0,18.0,7.0,8.0,2.0,2.0,5.2894736842105265,4.815789473684211,2.973684210526316,2.4473684210526314,0.631578947368421,0.9473684210526315,0.07894736842105263,0.07894736842105263,5.842105263157895,6.2368421052631575,2.736842105263158,2.210526315789474
2007-2008,Chelsea,25.0,3.0,10.0,38.0,36.0,29.0,10.0,3.0,19.0,6.0,13.0,14.0,14.0,0.0,0.0,7.2631578947368425,5.815789473684211,3.9210526315789473,3.1842105263157894,0.8157894736842105,0.8947368421052632,0.07894736842105263,0.07894736842105263,5.894736842105263,5.473684210526316,3.736842105263158,2.9473684210526314
2007-2008,Birmingham,8.0,19.0,11.0,38.0,30.0,16.0,4.0,3.0,12.0,13.0,13.0,12.0,8.0,0.0,0.0,5.605263157894737,3.5789473684210527,3.0526315789473686,1.9210526315789473,0.7631578947368421,1.0526315789473684,0.05263157894736842,0.02631578947368421,6.2368421052631575,6.815789473684211,2.8684210526315788,2.263157894736842
2007-2008,Man United,27.0,5.0,6.0,38.0,47.0,33.0,18.0,11.0,20.0,6.0,12.0,20.0,16.0,0.0,0.0,9.289473684210526,7.026315789473684,5.5,3.789473684210526,0.5263157894736842,0.8157894736842105,0.02631578947368421,0.02631578947368421,4.921052631578948,5.368421052631579,3.473684210526316,3.4210526315789473
2007-2008,Reading,10.0,22.0,6.0,38.0,19.0,22.0,3.0,1.0,5.0,18.0,15.0,5.0,5.0,1.0,1.0,5.342105263157895,4.368421052631579,2.789473684210526,2.236842105263158,0.6842105263157895,0.9210526315789473,0.07894736842105263,0.05263157894736842,5.7631578947368425,6.2368421052631575,3.473684210526316,2.8947368421052633
2008-2009,Arsenal,20.0,6.0,12.0,38.0,31.0,37.0,14.0,6.0,15.0,7.0,16.0,14.0,13.0,1.0,1.0,8.0,6.578947368421052,4.631578947368421,3.6842105263157894,0.6578947368421053,0.9210526315789473,0.02631578947368421,0.05263157894736842,5.2631578947368425,5.7631578947368425,4.078947368421052,2.973684210526316
2008-2009,West Brom,8.0,22.0,8.0,38.0,26.0,10.0,4.0,2.0,3.0,19.0,16.0,9.0,1.0,0.0,0.0,6.578947368421052,5.684210526315789,3.710526315789474,3.0,1.0,0.7631578947368421,0.02631578947368421,0.0,5.842105263157895,5.526315789473684,3.1315789473684212,2.973684210526316
2008-2009,Bolton,11.0,19.0,8.0,38.0,21.0,20.0,6.0,2.0,10.0,13.0,15.0,13.0,10.0,0.0,0.0,7.0,4.605263157894737,3.973684210526316,2.4473684210526314,0.5789473684210527,1.0263157894736843,0.0,0.02631578947368421,6.7368421052631575,6.342105263157895,2.8684210526315788,2.3157894736842106
2008-2009,Stoke,12.0,17.0,9.0,38.0,22.0,16.0,3.0,0.0,8.0,16.0,14.0,6.0,4.0,0.0,0.0,4.394736842105263,3.6052631578947367,2.1315789473684212,1.4736842105263157,1.0526315789473684,0.8947368421052632,0.05263157894736842,0.07894736842105263,5.842105263157895,6.7368421052631575,2.5526315789473686,2.1052631578947367
2008-2009,Everton,17.0,9.0,12.0,38.0,31.0,24.0,10.0,3.0,11.0,6.0,21.0,14.0,6.0,0.0,0.0,6.105263157894737,5.026315789473684,3.3157894736842106,2.789473684210526,0.6052631578947368,0.6842105263157895,0.02631578947368421,0.0,6.2105263157894735,6.2368421052631575,2.789473684210526,2.289473684210526
2008-2009,Blackburn,10.0,17.0,11.0,38.0,22.0,18.0,4.0,2.0,8.0,15.0,15.0,8.0,9.0,2.0,2.0,5.552631578947368,5.078947368421052,2.9473684210526314,2.8157894736842106,0.7894736842105263,1.2105263157894737,0.02631578947368421,0.07894736842105263,6.315789473684211,6.868421052631579,2.3684210526315788,2.8421052631578947
2008-2009,Hull,8.0,19.0,11.0,38.0,18.0,21.0,1.0,1.0,5.0,17.0,16.0,7.0,8.0,0.0,0.0,5.526315789473684,5.421052631578948,2.763157894736842,2.8421052631578947,0.7631578947368421,1.131578947368421,0.07894736842105263,0.0,6.7368421052631575,7.2894736842105265,2.763157894736842,2.1842105263157894
2008-2009,Fulham,14.0,13.0,11.0,38.0,28.0,11.0,8.0,1.0,12.0,5.0,21.0,14.0,5.0,1.0,1.0,6.078947368421052,5.2631578947368425,3.5789473684210527,2.5789473684210527,0.631578947368421,0.4473684210526316,0.02631578947368421,0.0,5.447368421052632,5.5,3.0526315789473686,2.0
2008-2009,Middlesbrough,7.0,20.0,11.0,38.0,17.0,11.0,3.0,0.0,7.0,11.0,20.0,7.0,5.0,0.0,0.0,5.894736842105263,5.315789473684211,3.3421052631578947,2.4210526315789473,0.8157894736842105,0.6052631578947368,0.02631578947368421,0.05263157894736842,5.447368421052632,5.605263157894737,2.763157894736842,1.7894736842105263
2008-2009,Tottenham,14.0,15.0,9.0,38.0,21.0,24.0,4.0,1.0,10.0,8.0,20.0,11.0,10.0,1.0,1.0,7.947368421052632,4.7368421052631575,4.368421052631579,2.973684210526316,0.5526315789473685,0.9210526315789473,0.0,0.13157894736842105,5.684210526315789,5.526315789473684,3.289473684210526,2.5
2008-2009,Sunderland,9.0,20.0,9.0,38.0,21.0,13.0,4.0,2.0,7.0,12.0,19.0,10.0,4.0,2.0,2.0,5.578947368421052,4.842105263157895,3.026315789473684,2.5,0.9210526315789473,0.9210526315789473,0.0,0.02631578947368421,5.105263157894737,4.894736842105263,2.3157894736842106,2.263157894736842
2008-2009,Liverpool,25.0,2.0,11.0,38.0,41.0,36.0,16.0,8.0,15.0,4.0,19.0,15.0,13.0,1.0,1.0,9.473684210526315,6.552631578947368,4.7631578947368425,3.4210526315789473,0.5263157894736842,0.7894736842105263,0.0,0.0,5.157894736842105,6.026315789473684,4.5,2.5789473684210527
2008-2009,West Ham,14.0,15.0,9.0,38.0,23.0,19.0,6.0,2.0,13.0,6.0,19.0,10.0,13.0,1.0,1.0,6.315789473684211,5.105263157894737,3.5789473684210527,2.8421052631578947,0.7368421052631579,1.0263157894736843,0.02631578947368421,0.07894736842105263,5.631578947368421,6.368421052631579,3.0,2.026315789473684
2008-2009,Wigan,12.0,17.0,9.0,38.0,17.0,17.0,2.0,2.0,12.0,12.0,14.0,8.0,10.0,2.0,2.0,6.894736842105263,5.815789473684211,3.1842105263157894,2.789473684210526,0.6842105263157895,0.9210526315789473,0.05263157894736842,0.05263157894736842,5.657894736842105,5.894736842105263,3.1578947368421053,2.526315789473684
2008-2009,Aston Villa,17.0,10.0,11.0,38.0,27.0,27.0,5.0,1.0,13.0,10.0,15.0,13.0,10.0,0.0,0.0,6.421052631578948,4.315789473684211,3.473684210526316,2.4473684210526314,0.42105263157894735,0.9736842105263158,0.0,0.05263157894736842,5.026315789473684,6.315789473684211,3.8947368421052633,2.9473684210526314
2008-2009,Man City,15.0,18.0,5.0,38.0,40.0,18.0,9.0,6.0,14.0,8.0,16.0,21.0,7.0,2.0,2.0,6.947368421052632,5.921052631578948,4.026315789473684,3.0,0.3684210526315789,0.9736842105263158,0.10526315789473684,0.0,5.947368421052632,6.052631578947368,3.1578947368421053,2.4210526315789473
2008-2009,Chelsea,25.0,5.0,8.0,38.0,33.0,35.0,16.0,6.0,19.0,5.0,14.0,18.0,14.0,1.0,1.0,9.657894736842104,7.605263157894737,5.131578947368421,4.315789473684211,0.47368421052631576,0.8421052631578947,0.0,0.07894736842105263,5.105263157894737,5.868421052631579,3.3421052631578947,2.8684210526315788
2008-2009,Portsmouth,10.0,17.0,11.0,38.0,26.0,12.0,4.0,1.0,6.0,14.0,18.0,6.0,4.0,1.0,1.0,7.447368421052632,4.184210526315789,4.052631578947368,2.026315789473684,0.7894736842105263,0.8421052631578947,0.07894736842105263,0.05263157894736842,5.552631578947368,5.842105263157895,3.1842105263157894,1.9473684210526316
2008-2009,Man United,28.0,4.0,6.0,38.0,43.0,25.0,12.0,6.0,18.0,5.0,15.0,19.0,12.0,1.0,1.0,9.236842105263158,7.105263157894737,5.7105263157894735,4.184210526315789,0.631578947368421,1.0526315789473684,0.02631578947368421,0.10526315789473684,5.2631578947368425,4.7894736842105265,3.710526315789474,3.1052631578947367
2008-2009,Newcastle,7.0,18.0,13.0,38.0,24.0,16.0,3.0,1.0,3.0,16.0,19.0,10.0,7.0,0.0,0.0,5.447368421052632,4.315789473684211,3.0789473684210527,2.210526315789474,0.5526315789473685,1.0263157894736843,0.10526315789473684,0.10526315789473684,5.184210526315789,5.631578947368421,2.5526315789473686,1.894736842105263
2009-2010,Aston Villa,17.0,8.0,13.0,38.0,29.0,23.0,9.0,3.0,12.0,8.0,18.0,14.0,13.0,0.0,0.0,5.947368421052632,5.342105263157895,3.1842105263157894,3.1052631578947367,0.6052631578947368,1.0,0.0,0.05263157894736842,5.868421052631579,6.2368421052631575,3.6315789473684212,2.710526315789474
2009-2010,Wigan,9.0,20.0,9.0,38.0,19.0,18.0,4.0,0.0,8.0,14.0,16.0,8.0,6.0,2.0,2.0,7.394736842105263,5.7105263157894735,3.8684210526315788,3.1315789473684212,0.7105263157894737,0.9736842105263158,0.0,0.07894736842105263,6.315789473684211,6.368421052631579,2.8421052631578947,2.0
2009-2010,Blackburn,13.0,14.0,11.0,38.0,28.0,13.0,5.0,1.0,11.0,14.0,13.0,11.0,8.0,1.0,1.0,6.5,4.921052631578948,3.6842105263157894,2.5789473684210527,0.7368421052631579,0.8157894736842105,0.02631578947368421,0.02631578947368421,6.868421052631579,6.973684210526316,2.526315789473684,2.263157894736842
2009-2010,Man City,18.0,7.0,13.0,38.0,41.0,32.0,13.0,5.0,16.0,8.0,14.0,22.0,15.0,0.0,0.0,6.394736842105263,5.552631578947368,3.4210526315789473,3.210526315789474,0.5526315789473685,0.7894736842105263,0.0,0.05263157894736842,5.315789473684211,5.2631578947368425,3.8421052631578947,2.4473684210526314
2009-2010,Bolton,10.0,19.0,9.0,38.0,26.0,16.0,2.0,1.0,13.0,16.0,9.0,13.0,10.0,0.0,0.0,6.7631578947368425,5.342105263157895,3.8421052631578947,2.6315789473684212,0.8947368421052632,1.0789473684210527,0.05263157894736842,0.07894736842105263,6.368421052631579,7.2894736842105265,2.8421052631578947,2.210526315789474
2009-2010,Sunderland,11.0,16.0,11.0,38.0,32.0,16.0,5.0,3.0,14.0,13.0,11.0,16.0,9.0,1.0,1.0,5.421052631578948,4.684210526315789,3.1315789473684212,2.5526315789473686,1.105263157894737,1.0526315789473684,0.05263157894736842,0.18421052631578946,6.7631578947368425,6.868421052631579,2.263157894736842,2.5
2009-2010,Chelsea,27.0,6.0,5.0,38.0,68.0,35.0,19.0,13.0,21.0,5.0,12.0,28.0,15.0,1.0,1.0,10.368421052631579,7.973684210526316,6.052631578947368,4.157894736842105,0.4473684210526316,1.0263157894736843,0.05263157894736842,0.07894736842105263,5.578947368421052,6.026315789473684,3.736842105263158,3.763157894736842
2009-2010,Hull,6.0,20.0,12.0,38.0,22.0,12.0,1.0,0.0,6.0,17.0,15.0,13.0,7.0,1.0,1.0,5.2368421052631575,3.6052631578947367,2.973684210526316,1.7894736842105263,0.7631578947368421,1.0,0.07894736842105263,0.07894736842105263,7.157894736842105,6.526315789473684,2.473684210526316,1.5
2009-2010,Everton,16.0,9.0,13.0,38.0,35.0,25.0,8.0,2.0,13.0,9.0,16.0,12.0,12.0,1.0,1.0,7.684210526315789,5.7368421052631575,4.368421052631579,3.710526315789474,0.5263157894736842,0.9736842105263158,0.02631578947368421,0.02631578947368421,5.342105263157895,6.815789473684211,3.236842105263158,2.763157894736842
2009-2010,Arsenal,23.0,9.0,6.0,38.0,48.0,35.0,18.0,10.0,18.0,7.0,13.0,20.0,17.0,1.0,1.0,8.052631578947368,6.684210526315789,4.921052631578948,3.736842105263158,0.631578947368421,0.8421052631578947,0.02631578947368421,0.0,5.078947368421052,5.947368421052632,3.473684210526316,3.3157894736842106
2009-2010,Portsmouth,7.0,24.0,7.0,38.0,24.0,10.0,4.0,1.0,6.0,19.0,13.0,10.0,4.0,1.0,1.0,7.2368421052631575,5.026315789473684,4.157894736842105,2.526315789473684,1.0,0.8947368421052632,0.07894736842105263,0.05263157894736842,5.894736842105263,6.815789473684211,2.8947368421052633,2.0526315789473686
2009-2010,Fulham,12.0,16.0,10.0,38.0,27.0,12.0,5.0,3.0,9.0,16.0,13.0,8.0,4.0,3.0,3.0,5.921052631578948,4.078947368421052,3.263157894736842,2.263157894736842,0.39473684210526316,0.8157894736842105,0.0,0.02631578947368421,5.026315789473684,6.026315789473684,2.6578947368421053,2.1315789473684212
2009-2010,Stoke,11.0,13.0,14.0,38.0,24.0,10.0,3.0,1.0,9.0,7.0,22.0,16.0,2.0,1.0,1.0,4.842105263157895,4.026315789473684,2.5,1.9736842105263157,0.7894736842105263,0.9473684210526315,0.07894736842105263,0.05263157894736842,6.368421052631579,5.421052631578948,2.9210526315789473,1.894736842105263
2009-2010,Burnley,8.0,24.0,6.0,38.0,25.0,17.0,4.0,1.0,6.0,19.0,13.0,10.0,5.0,1.0,1.0,5.684210526315789,5.0,3.0789473684210527,2.9210526315789473,0.5263157894736842,0.9736842105263158,0.0,0.05263157894736842,5.447368421052632,5.973684210526316,2.6578947368421053,2.0789473684210527
2009-2010,Wolves,9.0,18.0,11.0,38.0,13.0,19.0,2.0,0.0,10.0,17.0,11.0,5.0,8.0,0.0,0.0,5.7368421052631575,4.184210526315789,3.289473684210526,2.1315789473684212,0.631578947368421,1.0526315789473684,0.02631578947368421,0.07894736842105263,5.7368421052631575,6.973684210526316,2.6052631578947367,2.8157894736842106
2009-2010,West Ham,8.0,19.0,11.0,38.0,30.0,17.0,5.0,1.0,10.0,14.0,14.0,14.0,8.0,0.0,0.0,6.631578947368421,5.394736842105263,3.736842105263158,3.0526315789473686,0.7105263157894737,1.0263157894736843,0.02631578947368421,0.05263157894736842,6.157894736842105,6.605263157894737,2.6052631578947367,2.1578947368421053
2009-2010,Man United,27.0,7.0,4.0,38.0,52.0,34.0,19.0,13.0,15.0,7.0,16.0,17.0,11.0,1.0,1.0,9.026315789473685,7.184210526315789,5.131578947368421,3.9210526315789473,0.6052631578947368,0.7368421052631579,0.0,0.10526315789473684,5.2894736842105265,5.7894736842105265,4.394736842105263,3.3421052631578947
2009-2010,Birmingham,13.0,14.0,11.0,38.0,19.0,19.0,0.0,0.0,10.0,12.0,16.0,8.0,9.0,1.0,1.0,5.184210526315789,4.631578947368421,2.8684210526315788,2.9210526315789473,0.9473684210526315,1.0,0.02631578947368421,0.0,5.2105263157894735,5.526315789473684,2.710526315789474,2.263157894736842
2009-2010,Tottenham,21.0,10.0,7.0,38.0,40.0,27.0,11.0,5.0,18.0,8.0,12.0,18.0,10.0,0.0,0.0,9.236842105263158,6.473684210526316,5.315789473684211,3.8421052631578947,0.6842105263157895,0.8157894736842105,0.0,0.02631578947368421,5.2105263157894735,5.7894736842105265,3.710526315789474,2.6315789473684212
2009-2010,Liverpool,18.0,11.0,9.0,38.0,43.0,18.0,12.0,7.0,12.0,7.0,19.0,20.0,6.0,1.0,1.0,8.026315789473685,5.631578947368421,4.447368421052632,3.1315789473684212,0.5789473684210527,0.8947368421052632,0.05263157894736842,0.07894736842105263,5.394736842105263,6.315789473684211,4.131578947368421,2.9210526315789473
2010-2011,Aston Villa,12.0,14.0,12.0,38.0,26.0,22.0,2.0,2.0,12.0,10.0,16.0,12.0,11.0,0.0,0.0,6.078947368421052,5.394736842105263,3.289473684210526,3.0526315789473686,0.9210526315789473,0.9473684210526315,0.02631578947368421,0.02631578947368421,5.552631578947368,5.947368421052632,3.289473684210526,2.8947368421052633
2010-2011,West Ham,7.0,19.0,12.0,38.0,24.0,19.0,6.0,1.0,10.0,16.0,12.0,12.0,10.0,1.0,1.0,6.7894736842105265,5.552631578947368,3.6578947368421053,2.8157894736842106,0.5789473684210527,0.9473684210526315,0.0,0.02631578947368421,5.131578947368421,5.552631578947368,2.5526315789473686,2.3157894736842106
2010-2011,Blackburn,11.0,17.0,10.0,38.0,22.0,24.0,5.0,1.0,13.0,5.0,20.0,13.0,10.0,0.0,0.0,6.157894736842105,3.973684210526316,2.736842105263158,2.289473684210526,0.631578947368421,1.0789473684210527,0.02631578947368421,0.07894736842105263,6.105263157894737,5.868421052631579,2.289473684210526,2.3157894736842106
2010-2011,Everton,13.0,10.0,15.0,38.0,31.0,20.0,6.0,1.0,9.0,13.0,16.0,11.0,12.0,1.0,1.0,7.631578947368421,5.7631578947368425,4.184210526315789,3.3421052631578947,0.7631578947368421,0.7631578947368421,0.07894736842105263,0.05263157894736842,6.052631578947368,6.026315789473684,3.6578947368421053,2.789473684210526
2010-2011,Bolton,12.0,16.0,10.0,38.0,34.0,18.0,6.0,2.0,9.0,13.0,16.0,11.0,7.0,0.0,0.0,7.342105263157895,5.7631578947368425,4.315789473684211,2.9210526315789473,0.7631578947368421,1.0,0.10526315789473684,0.02631578947368421,6.184210526315789,6.447368421052632,2.5,2.8157894736842106
2010-2011,Fulham,11.0,11.0,16.0,38.0,30.0,19.0,8.0,4.0,10.0,16.0,12.0,11.0,8.0,1.0,1.0,6.2894736842105265,5.7105263157894735,3.710526315789474,2.8684210526315788,0.7368421052631579,0.6052631578947368,0.02631578947368421,0.0,5.7368421052631575,5.973684210526316,2.8157894736842106,2.236842105263158
2010-2011,Chelsea,21.0,9.0,8.0,38.0,39.0,30.0,15.0,5.0,14.0,8.0,16.0,17.0,14.0,1.0,1.0,8.394736842105264,8.31578947368421,4.578947368421052,4.473684210526316,0.7105263157894737,0.8421052631578947,0.02631578947368421,0.0,5.184210526315789,5.473684210526316,3.5789473684210527,3.1315789473684212
2010-2011,West Brom,12.0,15.0,11.0,38.0,30.0,26.0,4.0,1.0,6.0,17.0,15.0,14.0,5.0,2.0,2.0,7.552631578947368,6.2105263157894735,4.315789473684211,3.236842105263158,0.7631578947368421,0.6578947368421053,0.07894736842105263,0.10526315789473684,5.184210526315789,5.105263157894737,2.710526315789474,2.263157894736842
2010-2011,Sunderland,12.0,15.0,11.0,38.0,25.0,20.0,5.0,3.0,11.0,8.0,19.0,14.0,7.0,1.0,1.0,6.2894736842105265,5.552631578947368,3.3684210526315788,2.6842105263157894,0.631578947368421,0.9210526315789473,0.05263157894736842,0.07894736842105263,4.842105263157895,5.7631578947368425,2.5,2.236842105263158
2010-2011,Birmingham,8.0,15.0,15.0,38.0,19.0,18.0,2.0,0.0,8.0,12.0,18.0,6.0,9.0,0.0,0.0,4.7894736842105265,3.8157894736842106,2.026315789473684,2.0526315789473686,0.631578947368421,0.868421052631579,0.05263157894736842,0.02631578947368421,5.052631578947368,5.447368421052632,2.3421052631578947,1.6578947368421053
2010-2011,Tottenham,16.0,8.0,14.0,38.0,30.0,25.0,4.0,0.0,10.0,9.0,19.0,13.0,13.0,2.0,2.0,8.5,6.2368421052631575,5.026315789473684,3.4210526315789473,0.7368421052631579,0.6052631578947368,0.02631578947368421,0.02631578947368421,4.578947368421052,4.921052631578948,4.105263157894737,2.6315789473684212
2010-2011,Man City,21.0,9.0,8.0,38.0,34.0,26.0,11.0,6.0,19.0,6.0,13.0,19.0,14.0,0.0,0.0,6.7368421052631575,5.815789473684211,3.973684210526316,3.289473684210526,0.7894736842105263,1.1578947368421053,0.07894736842105263,0.05263157894736842,5.7368421052631575,6.2105263157894735,3.5789473684210527,2.4210526315789473
2010-2011,Wigan,9.0,14.0,15.0,38.0,22.0,18.0,2.0,0.0,5.0,14.0,19.0,6.0,9.0,1.0,1.0,6.7631578947368425,5.078947368421052,3.710526315789474,2.9473684210526314,0.7105263157894737,1.0789473684210527,0.02631578947368421,0.07894736842105263,5.921052631578948,6.2105263157894735,2.5,1.9473684210526316
2010-2011,Blackpool,10.0,19.0,9.0,38.0,30.0,25.0,4.0,1.0,10.0,14.0,14.0,15.0,13.0,1.0,1.0,6.657894736842105,5.078947368421052,3.526315789473684,2.6578947368421053,0.5789473684210527,0.6578947368421053,0.0,0.05263157894736842,5.684210526315789,4.921052631578948,2.473684210526316,2.4210526315789473
2010-2011,Wolves,11.0,20.0,7.0,38.0,30.0,16.0,3.0,1.0,13.0,15.0,10.0,15.0,7.0,0.0,0.0,5.473684210526316,4.2894736842105265,3.0789473684210527,2.3684210526315788,0.7105263157894737,0.9473684210526315,0.0,0.05263157894736842,5.605263157894737,5.921052631578948,3.5,2.8684210526315788
2010-2011,Stoke,13.0,18.0,7.0,38.0,31.0,15.0,8.0,3.0,6.0,16.0,16.0,11.0,5.0,1.0,1.0,6.605263157894737,4.184210526315789,3.4473684210526314,1.9210526315789473,0.7894736842105263,1.0526315789473684,0.0,0.02631578947368421,5.315789473684211,5.657894736842105,3.0526315789473686,1.9736842105263157
2010-2011,Liverpool,17.0,14.0,7.0,38.0,37.0,22.0,11.0,7.0,14.0,10.0,14.0,18.0,8.0,1.0,1.0,6.7368421052631575,5.7631578947368425,3.8157894736842106,3.236842105263158,0.6052631578947368,1.0526315789473684,0.02631578947368421,0.02631578947368421,5.684210526315789,5.7894736842105265,3.3157894736842106,2.3157894736842106
2010-2011,Arsenal,19.0,8.0,11.0,38.0,33.0,39.0,11.0,6.0,17.0,8.0,13.0,12.0,22.0,2.0,2.0,8.368421052631579,7.2894736842105265,4.894736842105263,4.105263157894737,0.8157894736842105,0.9736842105263158,0.07894736842105263,0.07894736842105263,5.894736842105263,5.473684210526316,3.6315789473684212,3.0
2010-2011,Man United,23.0,4.0,11.0,38.0,49.0,29.0,12.0,5.0,20.0,5.0,13.0,26.0,8.0,0.0,0.0,8.210526315789474,6.078947368421052,4.842105263157895,3.3157894736842106,0.42105263157894735,1.105263157894737,0.02631578947368421,0.05263157894736842,4.657894736842105,5.7631578947368425,3.3157894736842106,3.1315789473684212
